,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
34,0.15008091926574707,0.0035996527746866834,0.0064086437225341795,0.00052219452385243,0,1,9,200,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 200}",-0.9261903246012075,-0.9924278884477356,-1.1829438868291282,-1.0105628677844458,-1.3019922186465025,-1.0828234372618037,0.13855391462066505,80,-67.0323296916037,-66.96702377370772,-76.40271731337756,-66.70193594679672,-65.94473223900162,-68.60974779289747,3.91558981404521,80
33,0.10945243835449218,0.002543082197327138,0.006382799148559571,0.0004881493941731153,0,1,9,100,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 9, 'n_estimators': 100}",-0.9261903246012075,-0.992427893946795,-1.1829438868291282,-1.0105628677844458,-1.3019922186465025,-1.0828234383616155,0.1385539139031242,81,-67.0323296916037,-66.96702386612152,-76.40271731337756,-66.70193594679672,-65.94473223900162,-68.60974781138023,3.91558980629106,81
74,0.27582592964172364,0.002934313705733449,0.004995489120483398,4.26033654071327e-05,0.1,0.001,3,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",-1.0467028576291653,-0.6850688192558247,-1.6737122812582137,-1.6287747847942824,-1.6188360203167713,-1.3306189526508514,0.39674231793663317,82,-69.09746473385782,-61.585505874617255,-84.55608257175184,-76.27044853690713,-70.33675633432964,-72.36925161029274,7.679361755337837,82
2,0.22995219230651856,0.0034702065180993655,0.004387569427490234,0.0007972360134110482,0,0.001,3,500,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",-1.0467028576291653,-0.6850688192558247,-1.6737122812582137,-1.6287747957621845,-1.6188360203167713,-1.3306189548444318,0.3967423195851309,83,-69.09746473385782,-61.585505874617255,-84.55608257175184,-76.27044869601676,-70.33675633432964,-72.36925164211466,7.679361771503713,83
38,0.26845970153808596,0.005631296258378033,0.005186653137207032,0.0003987079137732415,0.01,0.001,3,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 500}",-1.0467028576291653,-0.6850688192558247,-1.6737122812582137,-1.6287747957621845,-1.6188360203167713,-1.3306189548444318,0.3967423195851309,83,-69.09746473385782,-61.585505874617255,-84.55608257175184,-76.27044869601676,-70.33675633432964,-72.36925164211466,7.679361771503713,83
77,0.3155330181121826,0.020146285920616906,0.005006742477416992,3.972325424468594e-05,0.1,0.001,6,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",-1.1014133081970647,-0.6828667505330863,-1.7119101161027959,-1.6784605384595706,-1.6138759076701392,-1.3577053241925312,0.4037476954467185,85,-70.01489697333989,-61.54525236992617,-85.1579433581339,-76.98785796538493,-70.27011535650222,-72.79521320465743,7.887753332973914,85
5,0.26497325897216795,0.01305618166421965,0.004027318954467773,4.9038801330220306e-05,0,0.001,6,500,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",-1.1014133081970647,-0.6828667505330863,-1.7119101621683344,-1.6784605384595706,-1.6138759076701392,-1.357705333405639,0.4037477035293084,86,-70.01489697333989,-61.54525236992617,-85.15794408139654,-76.98785796538493,-70.27011535650222,-72.79521334930995,7.887753559692485,86
41,0.3084981918334961,0.01752237366604522,0.005188894271850586,0.0003990987549672887,0.01,0.001,6,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 500}",-1.1014133081970647,-0.6828667505330863,-1.7119101621683344,-1.6784605384595706,-1.6138759076701392,-1.357705333405639,0.4037477035293084,86,-70.01489697333989,-61.54525236992617,-85.15794408139654,-76.98785796538493,-70.27011535650222,-72.79521334930995,7.887753559692485,86
44,0.32512869834899905,0.02210914131506857,0.00501556396484375,3.534112946022291e-05,0.01,0.001,9,500,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",-1.0889677832506393,-0.6828667505330863,-1.7368587728049065,-1.7058257261760135,-1.613841094800216,-1.3656720255129724,0.4142125805953157,88,-69.80725906040026,-61.54525236992617,-85.54875872544099,-77.38014176701714,-70.26964740916708,-72.91021186639031,8.068163869805327,88
8,0.2791034698486328,0.027812676495689137,0.00438838005065918,0.000488480335493404,0,0.001,9,500,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",-1.0889677832506393,-0.6828667505330863,-1.7368587728049065,-1.7058257261760135,-1.613841094800216,-1.3656720255129724,0.4142125805953157,88,-69.80725906040026,-61.54525236992617,-85.54875872544099,-77.38014176701714,-70.26964740916708,-72.91021186639031,8.068163869805327,88
80,0.3281362533569336,0.030777644368553868,0.005418014526367187,0.00048448575725187963,0.1,0.001,9,500,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 500}",-1.0889677832506393,-0.6828667505330863,-1.7368588011728026,-1.7058257261760135,-1.613841094800216,-1.3656720311865516,0.4142125856795588,90,-69.80725906040026,-61.54525236992617,-85.54875916880297,-77.38014176701714,-70.26964740916708,-72.91021195506272,8.068164008708088,90
37,0.1155519962310791,0.006491060527246782,0.006596708297729492,0.0005013026622245657,0.01,0.001,3,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",-1.961172160839781,-1.5431744071605804,-2.6387656498560266,-2.639015763039363,-2.929420662236454,-2.342309728626441,0.5107842871597011,91,-83.11253786328089,-75.65850651936327,-98.64261160541864,-89.73700663796427,-86.1573724571147,-86.66160701662837,7.575234896512351,91
1,0.09249444007873535,0.006537058803993042,0.005201530456542969,0.00039271647742793555,0,0.001,3,200,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",-1.961172160839781,-1.5431744071605804,-2.6387656498560266,-2.639015763039363,-2.929420662236454,-2.342309728626441,0.5107842871597011,91,-83.11253786328089,-75.65850651936327,-98.64261160541864,-89.73700663796427,-86.1573724571147,-86.66160701662837,7.575234896512351,91
73,0.11842212677001954,0.007261883942195682,0.0069811344146728516,7.539457464619588e-07,0.1,0.001,3,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",-1.961172160839781,-1.5431744071605804,-2.6387656498560266,-2.639015763039363,-2.929420662236454,-2.342309728626441,0.5107842871597011,91,-83.11253786328089,-75.65850651936327,-98.64261160541864,-89.73700663796427,-86.1573724571147,-86.66160701662837,7.575234896512351,91
7,0.10312318801879883,0.018120802555490405,0.005575704574584961,0.001201737058470257,0,0.001,9,200,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",-1.9981458888570267,-1.542385850799945,-2.6387656498560266,-2.661342526807393,-2.9288334424607982,-2.3538946717562377,0.5081995692289596,94,-83.6298072384196,-75.64677597861882,-98.64261160541864,-90.01187123767018,-86.15093445930219,-86.81640010388587,7.55550178293863,94
43,0.13375239372253417,0.02424777598705617,0.006595993041992187,0.0004722829438919761,0.01,0.001,9,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",-1.9981458888570267,-1.542385850799945,-2.6387656498560266,-2.661342526807393,-2.9288334424607982,-2.3538946717562377,0.5081995692289596,94,-83.6298072384196,-75.64677597861882,-98.64261160541864,-90.01187123767018,-86.15093445930219,-86.81640010388587,7.55550178293863,94
79,0.1378171920776367,0.024936120138363084,0.006583213806152344,0.00046128643573216675,0.1,0.001,9,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",-1.9981458888570267,-1.542385850799945,-2.6387656498560266,-2.661342526807393,-2.9288334424607982,-2.3538946717562377,0.5081995692289596,94,-83.6298072384196,-75.64677597861882,-98.64261160541864,-90.01187123767018,-86.15093445930219,-86.81640010388587,7.55550178293863,94
40,0.1293177127838135,0.01812144446385312,0.006923103332519531,0.0001560735876606602,0.01,0.001,6,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",-2.000666793000265,-1.542385850799945,-2.6387656498560266,-2.661342526807393,-2.9288334424607982,-2.3543988525848856,0.5078475120795877,97,-83.66495870168292,-75.64677597861882,-98.64261160541864,-90.01187123767018,-86.15093445930219,-86.82343039653854,7.552549207468277,97
4,0.10454277992248535,0.013292322386315064,0.004999685287475586,2.6798248291015626e-05,0,0.001,6,200,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",-2.000666793000265,-1.542385850799945,-2.6387656498560266,-2.661342526807393,-2.9288334424607982,-2.3543988525848856,0.5078475120795877,97,-83.66495870168292,-75.64677597861882,-98.64261160541864,-90.01187123767018,-86.15093445930219,-86.82343039653854,7.552549207468277,97
76,0.13314352035522461,0.019475051364678572,0.006810760498046875,0.00041446486102631234,0.1,0.001,6,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",-2.000666793000265,-1.542385850799945,-2.6387656498560266,-2.661342526807393,-2.9288334424607982,-2.3543988525848856,0.5078475120795877,97,-83.66495870168292,-75.64677597861882,-98.64261160541864,-90.01187123767018,-86.15093445930219,-86.82343039653854,7.552549207468277,97
72,0.061273956298828126,0.0031793516730114725,0.006781339645385742,0.0004341865874057443,0.1,0.001,3,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100}",-2.424208994954586,-1.986731611526411,-3.1142963537921284,-3.1230951457621288,-3.572461075360251,-2.8441586362791016,0.5644011356370776,100,-89.37475140344361,-81.99130355947885,-104.89029434489514,-95.51933464751131,-92.94011212889416,-92.94315921684462,7.510624522164989,100
36,0.061991119384765626,0.002493847312684061,0.006592845916748047,0.0004980572585906284,0.01,0.001,3,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100}",-2.424208994954586,-1.986731611526411,-3.1142963537921284,-3.1230951457621288,-3.572461075360251,-2.8441586362791016,0.5644011356370776,100,-89.37475140344361,-81.99130355947885,-104.89029434489514,-95.51933464751131,-92.94011212889416,-92.94315921684462,7.510624522164989,100
0,0.048958873748779295,0.002672344563697835,0.004973602294921875,0.0006316967522161656,0,0.001,3,100,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100}",-2.424208994954586,-1.986731611526411,-3.1142963537921284,-3.1230951457621288,-3.572461075360251,-2.8441586362791016,0.5644011356370776,100,-89.37475140344361,-81.99130355947885,-104.89029434489514,-95.51933464751131,-92.94011212889416,-92.94315921684462,7.510624522164989,100
39,0.06683955192565919,0.00769060490068967,0.00620269775390625,0.00039410197365069333,0.01,0.001,6,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 100}",-2.4425950344752105,-1.986731611526411,-3.1142963537921284,-3.1314964332616624,-3.572461075360251,-2.8495161016831325,0.562539377406005,103,-89.61437576508497,-81.99130355947885,-104.89029434489514,-95.6166010202632,-92.94011212889416,-93.01053736372327,7.495099474510117,103
6,0.05340933799743652,0.007372580115581956,0.005229282379150391,0.00040987875904206094,0,0.001,9,100,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 100}",-2.4425950344752105,-1.986731611526411,-3.1142963537921284,-3.1314964332616624,-3.572461075360251,-2.8495161016831325,0.562539377406005,103,-89.61437576508497,-81.99130355947885,-104.89029434489514,-95.6166010202632,-92.94011212889416,-93.01053736372327,7.495099474510117,103
3,0.05517935752868652,0.006886322553260032,0.00480356216430664,0.00040779816864097365,0,0.001,6,100,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 100}",-2.4425950344752105,-1.986731611526411,-3.1142963537921284,-3.1314964332616624,-3.572461075360251,-2.8495161016831325,0.562539377406005,103,-89.61437576508497,-81.99130355947885,-104.89029434489514,-95.6166010202632,-92.94011212889416,-93.01053736372327,7.495099474510117,103
78,0.06813588142395019,0.007497334496321189,0.006042194366455078,3.093839130369243e-05,0.1,0.001,9,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 100}",-2.4425950344752105,-1.986731611526411,-3.1142963537921284,-3.1314964332616624,-3.572461075360251,-2.8495161016831325,0.562539377406005,103,-89.61437576508497,-81.99130355947885,-104.89029434489514,-95.6166010202632,-92.94011212889416,-93.01053736372327,7.495099474510117,103
75,0.06957068443298339,0.007960678363621385,0.0068209171295166016,0.0003870449057749672,0.1,0.001,6,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 100}",-2.4425950344752105,-1.986731611526411,-3.1142963537921284,-3.1314964332616624,-3.572461075360251,-2.8495161016831325,0.562539377406005,103,-89.61437576508497,-81.99130355947885,-104.89029434489514,-95.6166010202632,-92.94011212889416,-93.01053736372327,7.495099474510117,103
42,0.0674433708190918,0.008388503130955335,0.006211042404174805,0.0007394535376624728,0.01,0.001,9,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 100}",-2.4425950344752105,-1.986731611526411,-3.1142963537921284,-3.1314964332616624,-3.572461075360251,-2.8495161016831325,0.562539377406005,103,-89.61437576508497,-81.99130355947885,-104.89029434489514,-95.6166010202632,-92.94011212889416,-93.01053736372327,7.495099474510117,103
